# [(|(ave:en_allen * min:vdw_radius_uff) - (|min:atomic_radius - ave:boiling_point|)|)]
# Property Label: $metal$; Unit of the Property: Unitless
# # Samples in Convex Hull Overlap Region: 4743;# Samples SVM Misclassified: 1391
# Plane Divider
# Task     w0                      b
# 0,       7.012666277723496e-04, -2.144317803344590e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         22|0|mult|16|12|abd|abd; (|(ave:en_allen * min:vdw_radius_uff) - (|min:atomic_radius - ave:boiling_point|)|); $\left(\left|\left(ave:en_{allen} min:vdw_{radius, uff}\right) - \left(\left|min:atomic_{radius} - ave:boiling_{point}\right|\right)\right|\right)$; abs((ave:en_allen .* min:vdw_radius_uff) - abs(min:atomic_radius - ave:boiling_point)); ave:en_allen,min:vdw_radius_uff,min:atomic_radius,ave:boiling_point
# Number of Samples Per Task
# Task,   n_mats_train            
# 0,      5143                  

# Property Value      ,  Property Value (EST) ,  Feature 0 Value      
 0.000000000000000e+00,  0.000000000000000e+00,  4.655498500000001e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.385722499999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.721860000000001e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.143313962500001e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.720994500000001e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.650125000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.694090000000001e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.343787870311409e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.246321650726496e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.869366392276240e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.874816400000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.382546666666667e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.222822857142857e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.509483285714286e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.246321650726496e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.232989749999999e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.742219258116396e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.027105833333334e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.487300000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.248030280835114e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.835221780000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.074955959999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.003481026424679e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.617903615384615e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.835671333333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.452893769123253e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.582293500000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.390222820050802e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.551121375000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.584936126193762e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.700226000000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.240017214285715e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.301323571428571e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.541115847245299e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.491808614168449e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.185106666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.866374000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.974582199999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.377431142857143e+03
 1.000000000000000e+00,  1.000000000000000e+00,  7.304085500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.505436680835113e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.599219999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.829624311111110e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.421990177022374e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.624107271938617e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.462927457142857e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.451755300000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.069690400000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.505335472727273e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.697399999999998e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.873840400000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.574958400000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.407193333333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.363985414168447e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.801192000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.563145603869343e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.993906000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.099840947501780e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.271425500000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.256360777777778e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.742469846153847e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.989004000000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.488831946978075e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.861869360617498e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.100636292438294e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.022568515865112e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.860058272727273e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.894720500000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.079347733333333e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.924204941449729e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.988555714285713e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.889104599999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.513444073458700e+02
 0.000000000000000e+00,  0.000000000000000e+00,  9.422166666666667e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.650200808138080e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.824096523797668e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.455856420311408e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.559850285714285e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.761394799999998e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.201501999540212e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.434374753644741e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.264315500000001e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.361929488304991e+02
 0.000000000000000e+00,  1.000000000000000e+00,  4.393381777777778e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.243270000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.899515333333333e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.885251150000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.905085484140171e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.308969875000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.187027134597121e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.566561947368421e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.898833000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.533547113526801e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.715800000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.365138428571429e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.855038636363637e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.822898999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.804030400000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.427326200000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.115442666666667e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.833144800000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.372893500000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.995409800000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.797723820311408e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.159467500000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.810561959999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.471325977777778e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.628126800000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.060499999999997e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.071436500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.231948992857143e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.357968000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.051295840000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.470389999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.860076617393162e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.014096845936178e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.159114000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.108979042857143e+03
 1.000000000000000e+00,  0.000000000000000e+00,  6.640711249999995e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.333391857142856e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.460076428571429e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.730207508138080e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.032585999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.520616333333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.538755999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.125326500000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.030294285714285e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.092819591449729e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.985242999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.216038330177007e+02
 1.000000000000000e+00,  1.000000000000000e+00,  6.401734599999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  7.604744999999998e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.318444499999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.359827500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.753215170311408e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.183615900000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.308287420311409e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.793074666666666e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.851807933333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.062208563168551e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.338150000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.362392290801394e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.571305666666666e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.591083750000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.130033333333331e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.779156220000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.032875034299914e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.075727836390671e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.203557458823529e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.451265000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.706009684210527e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.303272222222223e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.437109471428572e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.623227817393163e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.928003614168447e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.513740187500000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.104646750273620e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.155307500000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.827744326124902e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.380312142857143e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.884563591449729e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.490437142857143e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.388477650000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.462927457142857e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.984111333333335e+02
 0.000000000000000e+00,  0.000000000000000e+00,  8.211501666666670e+02
 0.000000000000000e+00,  0.000000000000000e+00,  7.271825499999995e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.289488750000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.871690933333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.039760171428572e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.458087420311408e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.837062000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  7.690527500000007e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.362170000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.768812000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.706007142857142e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.828708000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.922120000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.252133333333336e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.385703614168449e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.434500000000003e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.145718611111111e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.389170666666666e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.489906666666666e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.004680719999999e+03
 0.000000000000000e+00,  1.000000000000000e+00,  6.379750214168448e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.840246000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.396796000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  6.545590000000002e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.786264000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.774044224749533e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.748827705148050e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.982385357474104e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.085964800000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.058353454545455e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.311339533333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.221570000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.373142086328199e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.638724543388333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.513217150726496e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.870454725000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.109541000000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  6.606812817393162e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.323349600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.614253666666667e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.882075833333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.042511071840695e+03
 0.000000000000000e+00,  0.000000000000000e+00,  6.251057519528738e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.462693333333332e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.252641129660399e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.159324333333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.197815599999999e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.829865000000009e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.649722800000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.810561959999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.909649531678877e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.643592400000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.877364641471413e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.604814368421053e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.947413333333333e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.057770500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.318277600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.477382133333334e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.402618666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.732420000000002e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.962735714285714e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.365781166666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.628995750000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.009402600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.112788666666665e+02
 0.000000000000000e+00,  0.000000000000000e+00,  7.908247999999999e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.297929520000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.690353399999999e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.357889000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.096283350000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.586761000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.370429000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.661868333333334e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.386842189542177e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.482300000000032e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.888270000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.403984500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.842077499999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.287448947368421e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.046023201050431e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.237644000000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.617235603560976e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.490273999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.476811740000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.813946000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.236174218948766e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.772742666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  6.959100460362984e+02
 0.000000000000000e+00,  0.000000000000000e+00,  7.820202666666669e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.150117214285715e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.025597484059828e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.594631249999999e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.535518342857144e+03
 0.000000000000000e+00,  0.000000000000000e+00,  8.232108081380807e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.731865000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.476852166666667e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.931059550000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.388566666666702e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.431502000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.736067500000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.533331524999999e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.639077773685957e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.798601066666666e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.122711666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.163966363636363e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.437109471428572e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.162237947501781e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.032128000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.525546580000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.731918877929311e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.074792000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.119753142857143e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.236410000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.250178227272728e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.787131145400697e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.620980000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.217694999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.609290000000001e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.100604142857143e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.734259864168449e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.837640114168447e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.883605000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.606206258116395e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.974727999999996e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.837259111111111e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.983427200000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.189425214168448e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.085616000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.281046947501782e+03
 0.000000000000000e+00,  0.000000000000000e+00,  7.862785333333334e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.156614666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.805955000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.086362200000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.197145775000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.336455733333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.263769317393162e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.247874533333333e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.790306500000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.208191750000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  6.810846833333333e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.895845444444445e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.018239629345466e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.229621517022575e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.262711591449729e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.870859999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.138584300000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.009402600000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.806279800000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.724909125000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.136705000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.745396888888889e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.594100000000003e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.691375000000003e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.455253428571428e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.717553719902787e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.150088000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.006198000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.087064000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.078828133333334e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.111681384615385e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.957862915948936e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.602540666666666e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.094755333333334e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.676158000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.970888458116397e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.726752799834467e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.411426666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.531505333333334e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.735210000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.083838086978076e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.621135500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.734730688025144e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.016564090909092e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.210859999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.449505400000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.306206090909091e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.907321250000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.163374974804747e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.769009462993732e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.977213250000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.235020000000002e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.107692940000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.003050864168448e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.691581799999999e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.864793218503324e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.628328000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.532637428571428e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.348738666666665e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.180311000000002e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.347515500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.515391999999999e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.690389617393163e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.374266666666663e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.830658254168448e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.667173333333335e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.040590600000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.650200808138080e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.755687933333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.481241420311408e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.264296333333334e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.295699428571429e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.323232416666668e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.017694000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.929743808138080e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.580508902664349e+03
 0.000000000000000e+00,  0.000000000000000e+00,  7.360270833333329e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.698789500000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.275862491992548e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.411373750000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.168166909090909e+03
