# [(sin(min:en_allen) / (global_instability + ave:en_pauling)), (|(ave:boiling_point / ave:en_allen) - (var:en_allen + min:vdw_radius_uff)|)]
# Property Label: $metal$; Unit of the Property: Unitless
# # Samples in Convex Hull Overlap Region: 4459;# Samples SVM Misclassified: 1439
# Plane Divider
# Task     w0                      w1                      b
# 0,       1.611783229726150e-01,  1.261651742531016e-02, -2.785790858727449e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         23|sin|9|5|add|div; (sin(min:en_allen) / (global_instability + ave:en_pauling)); $\left(\frac{ \left(\sin{ min:en_{allen} }\right) }{ \left(global_{instability} + ave:en_{pauling}\right)] } \right)$; (sin(min:en_allen) ./ (global_instability + ave:en_pauling)); min:en_allen,global_instability,ave:en_pauling
# 1;  2; Unitless;                                         12|22|div|7|0|add|abd; (|(ave:boiling_point / ave:en_allen) - (var:en_allen + min:vdw_radius_uff)|); $\left(\left|\left(\frac{ ave:boiling_{point} }{ ave:en_{allen} } \right) - \left(var:en_{allen} + min:vdw_{radius, uff}\right)]\right|\right)$; abs((ave:boiling_point ./ ave:en_allen) - (var:en_allen + min:vdw_radius_uff)); ave:boiling_point,ave:en_allen,var:en_allen,min:vdw_radius_uff
# Number of Samples Per Task
# Task,   n_mats_train            
# 0,      5143                  

# Property Value      ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
 0.000000000000000e+00,  0.000000000000000e+00, -6.401005727865603e-01,  9.269942749902759e+01
 0.000000000000000e+00,  0.000000000000000e+00,  5.773012051874779e-01,  1.437474711697372e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.615252282416903e-01,  2.691721877025621e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.778144324660824e-01,  1.284711630333952e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.147586097348695e-01,  1.578818119718443e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.058641349436816e-01,  2.080453814446145e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.756851800214953e-03,  2.528880145277885e+02
 1.000000000000000e+00,  0.000000000000000e+00, -3.271338396300794e-01,  2.108728545481765e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.418148831161515e-01,  2.980684740364964e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.620117318518963e-01,  2.953057285266457e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.370425760177973e-01,  3.100532590872234e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.219104359108910e-01,  8.029173988521313e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.368252225633272e-02,  2.047609460155988e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.907071737592041e-01,  9.813025860733737e+01
 1.000000000000000e+00,  1.000000000000000e+00, -3.997611000144712e-01,  2.442946709693748e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.083560933620647e-01,  3.418198416394654e+02
 1.000000000000000e+00,  1.000000000000000e+00, -4.794594703747286e-01,  3.314029822532862e+02
 1.000000000000000e+00,  0.000000000000000e+00,  1.738201512929289e-01,  2.179913732844625e+02
 0.000000000000000e+00,  0.000000000000000e+00,  8.821244031013916e-03,  8.172725325521162e+01
 1.000000000000000e+00,  1.000000000000000e+00, -3.073964791008834e-01,  3.004354182646365e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.058139154874636e-01,  1.362425402740057e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.714597114558351e-01,  2.622628665826709e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.371423390691085e-01,  2.563601999373626e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.290308274524473e-01,  2.083951871232230e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.410747145130804e-01,  3.603435324087459e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.349006675129602e-01,  2.430025294648798e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.256348381914692e-01,  2.877610236789219e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.075757990209155e-01,  2.464239858873091e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.893699688260097e-01,  8.642104994558696e+01
 1.000000000000000e+00,  0.000000000000000e+00, -3.361895231673669e-01,  1.516817164896264e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.124620440850172e-01,  9.757424958055122e+01
 1.000000000000000e+00,  1.000000000000000e+00, -5.874939772023310e-02,  2.538066919964099e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.961125272513649e-01,  2.870596160877387e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.212637103302586e-01,  1.923337536258848e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.928342249113010e-01,  2.288562241812690e+01
 0.000000000000000e+00,  1.000000000000000e+00,  1.783738710337717e-01,  3.034029184126257e+02
 1.000000000000000e+00,  1.000000000000000e+00, -5.624074357979893e-02,  3.461567670574783e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.041026386705586e-01,  3.044133198550167e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.277017157014849e-01,  3.289844152775829e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.651381546999758e-01,  3.026843271311869e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.818172928631993e-01,  8.327607635764511e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.067012585107206e-01,  3.514933250870856e+02
 1.000000000000000e+00,  1.000000000000000e+00, -6.326620243113326e-02,  2.569089592718211e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.308379309830814e-02,  3.265002979908862e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.308205626548921e-01,  2.863767218387247e+02
 1.000000000000000e+00,  0.000000000000000e+00, -2.853328129389310e-01,  2.143967378754552e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.375711573863316e-01,  3.012477323352188e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.380412149292608e-01,  1.096245820813772e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.021286928299219e-01,  3.751078533924783e-01
 0.000000000000000e+00,  0.000000000000000e+00, -1.623059904529910e-01,  5.351293565360459e+01
 0.000000000000000e+00,  1.000000000000000e+00, -3.298820907657145e-01,  2.788479932839491e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.736129979683709e-01,  1.624985890467029e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.034205340537168e-01,  2.820678024803976e+02
 0.000000000000000e+00,  1.000000000000000e+00, -5.029801236383947e-01,  2.623073800511474e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.320146889152166e-01,  1.319211837767319e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.916895381421279e-01,  3.255452347965407e+02
 1.000000000000000e+00,  1.000000000000000e+00, -5.307376919293749e-02,  3.794125453460772e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.170294340378967e-01,  2.985508041892272e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.735325179339346e-01,  3.162799735105859e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.856042437586358e-02,  2.473638324425622e+01
 0.000000000000000e+00,  1.000000000000000e+00, -4.283002721833927e-01,  2.320538917815898e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.589017975893683e-01,  3.475504510596940e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.331066347386384e-01,  2.857217043510248e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.633316469936413e-01,  1.384194221170656e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.913361114340495e-01,  2.380194626608382e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.149862594186983e-01,  1.177618336995118e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.796645962243085e-01,  2.867884138128504e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.469638243802150e-01,  1.691644202072794e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.898844704923039e-01,  1.742568832002337e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.627467520004535e-01,  3.121276920858837e+02
 1.000000000000000e+00,  1.000000000000000e+00, -6.490330708015636e-02,  2.952966918564201e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.477020192685417e-01,  2.387659501190228e+00
 0.000000000000000e+00,  0.000000000000000e+00,  2.750688358215409e-01,  9.152999923539664e+01
 0.000000000000000e+00,  0.000000000000000e+00, -3.312550481057097e-01,  5.900042078744491e+01
 0.000000000000000e+00,  1.000000000000000e+00, -3.211977064890548e-01,  3.029688435102308e+02
 1.000000000000000e+00,  0.000000000000000e+00, -4.349235938572600e-01,  1.998099719856753e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.545758970767673e-01,  7.331503877551020e+01
 0.000000000000000e+00,  1.000000000000000e+00, -2.470022542123475e-01,  2.591365603067433e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.156074963103034e-01,  7.373390476529454e+01
 1.000000000000000e+00,  1.000000000000000e+00, -4.507963123499470e-01,  2.563471759276879e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.568805332492571e-01,  3.186595008620690e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.940708033639958e-01,  2.522492980592713e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.918404781413881e-01,  2.825910394355400e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.549521450767034e-01,  2.415287261679835e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.139412637617688e-01,  3.735210659304669e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.047241531190862e-01,  1.943587107659761e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.805861658875544e-01,  3.314935624156021e+02
 0.000000000000000e+00,  0.000000000000000e+00,  9.238838953666892e-02,  8.426081638225253e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.217533362242530e-01,  1.865844550632911e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.341281687767747e-01,  2.876103704819012e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.781214063042926e-01,  3.299598246130640e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.073240641062963e-01,  2.608349303151961e+02
 1.000000000000000e+00,  0.000000000000000e+00,  1.941716314220297e-01,  1.184490590111643e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.678693849194957e-01,  2.812716391205770e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.718642180047332e-01,  3.612788234630794e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.050061982308335e-02,  2.545165948876204e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.857060423236838e-02,  3.596608360844175e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.320207247563635e-01,  3.469400069408740e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.785286169038952e-01,  1.556684697313176e+01
 1.000000000000000e+00,  1.000000000000000e+00, -2.484362265227524e-01,  2.699145255443817e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.984401655454564e-01,  9.270309981688004e+01
 1.000000000000000e+00,  1.000000000000000e+00, -1.661037968561959e-01,  2.881673354566688e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.110016337607880e-01,  6.711264662775210e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.308961816434702e-02,  3.756507995314414e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.421498804652099e-01,  2.916919189379817e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.207252936864132e-01,  2.767888378625818e+02
 1.000000000000000e+00,  0.000000000000000e+00, -3.869737552594656e-01,  1.468687480227370e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.151107603122688e-01,  3.171043710523907e+01
 1.000000000000000e+00,  0.000000000000000e+00, -2.861866630126170e-01,  2.161977264559663e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.567005839678046e-01,  3.312397654328960e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.358959541771660e-01,  1.564547547657017e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.557152560594077e-01,  3.210380810046669e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.866452322399374e-01,  2.242393615304358e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.890350590030576e-01,  2.834907552418382e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.379151535412168e-01,  3.442074779904306e+02
 0.000000000000000e+00,  0.000000000000000e+00,  6.115310441667632e-01,  1.817057029342858e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.649485377565568e-01,  2.731114296037314e+02
 0.000000000000000e+00,  0.000000000000000e+00,  8.351198177686756e-02,  2.769643546049281e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.696964444178274e-01,  2.892723713066595e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.868452749129645e-01,  3.048777767521368e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.257577914691257e-01,  2.211606103293085e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.932152247190452e-02,  1.132666234333019e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.134262507538738e-02,  3.175156730939614e+01
 0.000000000000000e+00,  1.000000000000000e+00,  2.158112973425824e-01,  2.742090875361400e+02
 0.000000000000000e+00,  1.000000000000000e+00, -5.609153778484690e-01,  3.488299075211686e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.113869844412326e-01,  3.406175010920864e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.203581750737878e-01,  3.054524246311629e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.076040584449791e-02,  2.508096439079266e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.630833360718526e-01,  1.807316312748323e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.676108172744318e-02,  6.437053300504184e+01
 1.000000000000000e+00,  1.000000000000000e+00, -3.158331427238177e-01,  2.850203694111974e+02
 1.000000000000000e+00,  0.000000000000000e+00, -3.104727963195169e-01,  2.223707115557963e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.517955580558707e-01,  3.142344104166667e+02
 0.000000000000000e+00,  0.000000000000000e+00, -6.653391119697774e-01,  1.842474761090971e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.271142516108195e-01,  3.409108682371221e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.748376287248744e-01,  9.287381306438948e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.771599119726351e-01,  2.273572307753874e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.582685707208503e-02,  1.319813781512602e+01
 1.000000000000000e+00,  1.000000000000000e+00,  8.438511256664315e-02,  3.370376113817505e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.227638640534871e-01,  2.791620668180738e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.314205115090766e-01,  2.866450378571688e+02
 0.000000000000000e+00,  0.000000000000000e+00,  6.866313478363657e-01,  9.098427320182111e+00
 0.000000000000000e+00,  0.000000000000000e+00,  3.260943981167947e-01,  1.386078286270674e+00
 0.000000000000000e+00,  0.000000000000000e+00,  2.197052236919403e-01,  2.154389587697556e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.167930086295718e-01,  3.617308328736900e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.058531138091216e-01,  1.627066392159262e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.366075118941586e-01,  9.824979763848694e+01
 1.000000000000000e+00,  1.000000000000000e+00, -3.407201757775424e-01,  3.330578287575792e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.122128460448687e-01,  2.615067567567568e+02
 1.000000000000000e+00,  1.000000000000000e+00, -5.198322288970510e-02,  3.502235519691017e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.946647893541512e-01,  8.640092061382381e+01
 0.000000000000000e+00,  1.000000000000000e+00, -3.504104707916889e-01,  2.678517600337553e+02
 0.000000000000000e+00,  1.000000000000000e+00,  4.286316640522411e-01,  2.558260372657654e+02
 1.000000000000000e+00,  1.000000000000000e+00, -4.135831572375374e-01,  2.768959105703718e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.162088779641439e-01,  2.782444508449697e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.855775893231426e-01,  6.741196584430810e+01
 1.000000000000000e+00,  1.000000000000000e+00, -2.339884824421529e-01,  3.207900092270821e+02
 1.000000000000000e+00,  1.000000000000000e+00,  8.082874881725151e-02,  2.940667471837489e+02
 0.000000000000000e+00,  1.000000000000000e+00,  4.186800446805309e-01,  2.448411259959060e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.844450363629287e-01,  3.326141513352123e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.288638656727495e-01,  3.374974395370006e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.874394061225725e-01,  3.631947018323207e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.816362565932178e-01,  1.912092993432870e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.846746713621982e-01,  3.472634226801437e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.297562260564379e-01,  1.776241644203226e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.171469577673762e-01,  2.606476853302945e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.096898186979693e-01,  2.214492110443623e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.382667301269220e-01,  3.332330321088435e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.162301379926919e-01,  3.481192602711216e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.621254936024158e-01,  3.822993983814044e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.967810265226337e-01,  3.191117426321243e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.122995528576344e-01,  2.916576661335188e+02
 0.000000000000000e+00,  0.000000000000000e+00, -7.159627400544343e-01,  1.247549673780924e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.699401439989817e-01,  2.768609442937811e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.865364677530983e-01,  1.201288677847659e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.130119919869738e-01,  1.636651675730111e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.457169107958179e-01,  3.116386731843355e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.500953834969106e-01,  2.602274241260388e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.959751039808616e-01,  3.012281332405377e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.916308701535938e-01,  3.838353897142857e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.616678609001214e-01,  3.482646095738489e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.692944646138554e-02,  3.215905472951871e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.711297557544372e-01,  1.382888025598238e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.391166356097854e-01,  2.787310524422944e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.158767026955757e-01,  2.783606446020655e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.726447351380681e-01,  1.756901625944548e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.038419049454918e-02,  1.680167448247032e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.738032420636393e-01,  3.096098797242498e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.215472789999700e-02,  3.096322603486777e+02
 1.000000000000000e+00,  0.000000000000000e+00, -1.872492145111745e-01,  1.243857421672960e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.825838710122985e-01,  3.521403514558811e+02
 0.000000000000000e+00,  1.000000000000000e+00,  9.162938826533605e-02,  3.480188087774295e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.688078892750699e-01,  2.943580365252934e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.689517553863144e-01,  2.527761583016518e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.841625160139687e-01,  2.248175871458255e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.757022629849473e-01,  2.586375760584228e+02
 1.000000000000000e+00,  0.000000000000000e+00,  8.174128757297566e-03,  2.064535542860034e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.073268573410322e-01,  6.296739064327480e+01
 1.000000000000000e+00,  0.000000000000000e+00, -1.129282839478104e-01,  1.351072991385023e+02
 0.000000000000000e+00,  0.000000000000000e+00,  6.522997804445475e-01,  6.507672771992793e+01
 0.000000000000000e+00,  1.000000000000000e+00, -5.721482917264534e-01,  2.334649439048029e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.200739260497223e-01,  7.474286117121758e+01
 0.000000000000000e+00,  0.000000000000000e+00, -5.489949026013338e-01,  1.402399944172381e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.754018465006870e-01,  2.796785846174565e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.331583315445553e-01,  3.782581825213643e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.138799557568893e-02,  7.506475321304606e+01
 1.000000000000000e+00,  1.000000000000000e+00, -4.070290386443342e-01,  2.373735076005962e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.335296469886534e-01,  1.712001769028911e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.967711113387062e-01,  3.096132490295748e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.285625244295197e-01,  2.520399667897208e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.295078102110040e-01,  2.613451375961908e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.938501526720884e-01,  2.666695820645031e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.093747805023735e-01,  2.907654245394813e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.955133512860704e-01,  3.030040690798727e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.719812165811796e-01,  2.970722544624725e+02
 0.000000000000000e+00,  1.000000000000000e+00,  8.977446893229664e-02,  2.965520839506173e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.283391410058095e-01,  2.774986637264712e+02
 0.000000000000000e+00,  1.000000000000000e+00, -5.235585444615259e-02,  3.293452099645050e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.181906270777283e-02,  3.105469450068144e+02
 1.000000000000000e+00,  1.000000000000000e+00, -4.949235862535766e-02,  3.154593293996123e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.285532872973085e-01,  3.704991420024744e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.042836692898187e-02,  2.548558728655507e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.541993951393741e-01,  2.325405970149254e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.133383555845008e-01,  1.603784137655256e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.665863122929097e-01,  3.259782869319857e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.070484534763495e-01,  1.456836135884884e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.378632921141669e-01,  2.577461063648199e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.904424616565172e-01,  3.849124411897863e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.757154787663252e-01,  3.019520597480596e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.707996420905803e-02,  1.060642372772301e+02
 0.000000000000000e+00,  1.000000000000000e+00,  9.691953837215411e-03,  2.492964238027569e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.426094038646333e-01,  2.105097459812383e+02
 1.000000000000000e+00,  1.000000000000000e+00, -5.440278356909413e-02,  2.726726634312146e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.208822398630659e-01,  4.207328014184398e+01
 0.000000000000000e+00,  1.000000000000000e+00, -3.090813054747195e-01,  2.900225889099763e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.498907409191587e-01,  2.145507566172972e+01
 1.000000000000000e+00,  1.000000000000000e+00,  9.637708633479519e-02,  3.171694411356744e+02
 0.000000000000000e+00,  1.000000000000000e+00,  5.203651169513567e-02,  3.327300470023959e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.139761562036352e-01,  2.715144181162012e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.380412149292608e-01,  9.484690279177482e+01
 1.000000000000000e+00,  1.000000000000000e+00, -3.455835393729280e-01,  3.455466302437164e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.210752676038515e-01,  2.621508523787972e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.750066837957838e-01,  2.968479161056966e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.608800762174494e-01,  2.240970308252427e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.924009852742059e-01,  9.840460177792258e+01
 0.000000000000000e+00,  0.000000000000000e+00, -3.058139154874636e-01,  1.362425402740057e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.164502203607981e-01,  3.155801345847916e+02
 0.000000000000000e+00,  1.000000000000000e+00,  6.329661689381766e-02,  3.367508898828541e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.902303164445992e-01,  2.544971259475980e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.793916696790378e-01,  1.560374267875325e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.004352324356435e-01,  4.471457044673542e+01
 0.000000000000000e+00,  0.000000000000000e+00,  6.810554552205252e-01,  1.302243697532471e+02
 0.000000000000000e+00,  0.000000000000000e+00,  8.594774791202620e-02,  5.538303240998570e+01
 1.000000000000000e+00,  1.000000000000000e+00,  1.047662960156473e-01,  2.991334507061138e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.076189355202198e-01,  3.672700352423324e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.226134528309865e-01,  3.165252422245939e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.328250376163209e-01,  1.122646251972535e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.018225632081161e-01,  2.934540126317324e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.537943044408663e-01,  9.287381306438948e+01
 0.000000000000000e+00,  1.000000000000000e+00, -3.302924512223038e-01,  2.839115714504359e+02
 0.000000000000000e+00,  1.000000000000000e+00,  8.213973416321868e-02,  2.777245672215754e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.417598098360632e-01,  2.783864137269640e+02
 0.000000000000000e+00,  1.000000000000000e+00,  2.967595223750795e-01,  2.980549832465384e+02
 1.000000000000000e+00,  0.000000000000000e+00,  3.324581897294346e-01,  1.790980903283430e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.237796800988620e-02,  3.528622064478912e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.563505377936568e-01,  2.153333147033165e+02
 0.000000000000000e+00,  1.000000000000000e+00, -4.259975798081671e-01,  2.316159955377316e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.913586800855204e-01,  2.227972490163035e+02
 0.000000000000000e+00,  0.000000000000000e+00, -7.279672408493685e-01,  2.528797304489041e+01
 1.000000000000000e+00,  1.000000000000000e+00, -1.530802271470838e-01,  3.234264290879248e+02
 1.000000000000000e+00,  1.000000000000000e+00, -4.245388592952155e-01,  2.830649860440203e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.380052239291309e-01,  2.799226510507477e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.971427407631377e-03,  2.499761984919132e+02
 1.000000000000000e+00,  0.000000000000000e+00, -3.330227019759336e-01,  1.411792772481822e+02
 0.000000000000000e+00,  1.000000000000000e+00, -4.271534244539619e-01,  2.649515166589650e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.690566424128450e-01,  2.695530370950324e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.519017472363784e-01,  1.817601212032945e+02
