# [(min:en_allen + var:en_allen)]
# Property Label: $metal$; Unit of the Property: Unitless
# # Samples in Convex Hull Overlap Region: 4894;# Samples SVM Misclassified: 1844
# Plane Divider
# Task     w0                      b
# 0,       6.489856239434699e-02, -1.740464908118366e+00, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         23|7|add; (min:en_allen + var:en_allen); $\left(min:en_{allen} + var:en_{allen}\right)]$; (min:en_allen + var:en_allen); min:en_allen,var:en_allen
# Number of Samples Per Task
# Task,   n_mats_train            
# 0,      5143                  

# Property Value      ,  Property Value (EST) ,  Feature 0 Value      
 1.000000000000000e+00,  0.000000000000000e+00,  1.795708888888889e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.756912098765432e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.014762400000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.083833888888888e+01
 0.000000000000000e+00,  0.000000000000000e+00,  8.001806250000000e+00
 1.000000000000000e+00,  1.000000000000000e+00,  7.006258813888888e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.288999999999999e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.331143160937500e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.589798497959184e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.321919999999999e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.599890000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  7.303704800000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.087875625000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.574621496000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.246656033057851e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.886388574999999e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.559579024999999e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.255190250000000e+00
 0.000000000000000e+00,  0.000000000000000e+00,  1.556742400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.326605625000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.222104100000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  8.702668750000001e+00
 0.000000000000000e+00,  1.000000000000000e+00,  3.218720000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.850861983471074e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.826164897959184e+01
 0.000000000000000e+00,  1.000000000000000e+00,  5.095541224489796e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.268142222222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.706747200000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.790641600000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.667459591836734e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.159881841000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.361314399999999e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.219481600000001e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.454402500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.923308055555556e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.358692354523605e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.608289876543209e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.180187500000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.763913489558222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.862060088888888e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.722607500000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.000215555555555e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.771942222222222e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.563982400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.256558400000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.276235555555555e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.674016918750000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.379891093750000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.928240000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.081476022222222e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.744228888888888e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.466113355555555e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.928022222222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.116688400167407e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.795802499999999e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.900069800000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.715854755555556e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.347140001000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.758556404958677e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.188541368582279e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.304610000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.860058989619376e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.047159497959183e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.196633539414553e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.900990400000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.916829876543210e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.346550400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.540178422222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.141247755102041e+01
 1.000000000000000e+00,  1.000000000000000e+00,  8.680633888888889e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.063643367346939e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.887727755555555e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.377590147928994e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.221755281000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.642759008264463e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.374575555555555e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.658513085937500e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.862552000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.491871421301775e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.510407013888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  6.859938888888889e+00
 0.000000000000000e+00,  0.000000000000000e+00,  1.271112500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.687750000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  6.693306250000000e+00
 0.000000000000000e+00,  0.000000000000000e+00,  1.086226875000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.897229752066116e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.446602500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.381610000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  8.689025000000001e+00
 1.000000000000000e+00,  1.000000000000000e+00,  3.368993969000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.394513888888888e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.258584246555674e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.222525600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.733083950617284e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.195232653061225e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.394513888888888e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.246505243750000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.294342222222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.868401388888888e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.190000000000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  5.889902222222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.278413361000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.646730789000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.047023362343557e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.222922500000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  8.658905975778546e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.057156718750000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.011834740484429e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.388470000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.937351848979593e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.290441224489796e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.993426263785794e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.170222222222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.357430612244898e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.313376020408162e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.040993571428571e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.799766875000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  7.196979199999998e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.330010422222222e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.380922500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.715808888888889e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.310620948437500e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.686061260802468e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.572386942148760e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.233287885714286e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.330218400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.183620900000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.550320000000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.138301568595040e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.575375555555555e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.200010000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.279769600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.503321600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.629000000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.861691600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.256222400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.058013207988507e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.228320000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.385190000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.492622500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.620064402469136e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.887160000000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  5.714730224888889e+01
 1.000000000000000e+00,  1.000000000000000e+00,  8.244793134063997e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.504292190048285e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.107262002911661e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.578118677685950e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.539122500000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.148437422222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.352994708033241e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.475505016000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.700345953284963e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.495367500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.293303035010965e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.872122500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.174066938775510e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.036128336000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.751315186464679e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.401066172839506e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.407102500000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.288830722222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  8.842175319005824e+00
 0.000000000000000e+00,  1.000000000000000e+00,  3.684586666666667e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.713242222222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.947427222222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.334394025000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.684325689588746e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.237493085937500e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.343375534693877e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.662404598337950e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.604022500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.331354598128705e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.180250000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.728631020408163e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.419000000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.179777600000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.345927347222222e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.022202222222222e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.044621600000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.952066875000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.534358367346939e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.162571418750000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.862060088888888e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.011136384000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.763226999999999e+00
 0.000000000000000e+00,  0.000000000000000e+00,  1.747992291358025e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.291406700000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.925694400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.475610000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.397745000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.173312896428571e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.079000000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  8.680633888888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.906630384000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.706068888888889e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.611646400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.645842495389757e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.103815510204082e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.554572024489796e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.547272418750000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.631809795918367e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.533008163265306e+01
 0.000000000000000e+00,  1.000000000000000e+00,  8.074329035765950e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.307456000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.586920000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.515599295999999e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.727144897959183e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.317780000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.534816782368688e+00
 1.000000000000000e+00,  0.000000000000000e+00,  2.580662500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.672342688888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.062119755555556e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.282529418750000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.184122500000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.188041875000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.792999999999999e+00
 1.000000000000000e+00,  1.000000000000000e+00,  3.687850399999999e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.848062222222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.031562448979592e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.698000000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.334782041013501e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.515568888888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.814180625000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.051168888888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.277987696000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  1.142853137621844e+02
 0.000000000000000e+00,  1.000000000000000e+00,  5.013183209876544e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.653753476816609e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.318512500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.563067700831025e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.442375555555555e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.722691877551021e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.100545600000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.935555555555555e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.495250898437500e+01
 1.000000000000000e+00,  1.000000000000000e+00,  1.098649110619066e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.103016875000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  5.910734749934858e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.724702995918367e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.742802500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.265408163265306e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.105577422222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  6.635242000000000e+00
 0.000000000000000e+00,  0.000000000000000e+00,  1.232325025000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.511186874999999e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.093365224489796e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.395065600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.337553600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.046962768750000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.089167500000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.119604997633136e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.431955625000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.529010000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.097290000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.009468888888889e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.519609600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.116241875000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.573782500000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.699465802469135e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.607088395061728e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.321442222222222e+01
 0.000000000000000e+00,  1.000000000000000e+00,  5.808328400000001e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.797067500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.338338888888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.244890000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.163875555555556e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.813125176004400e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.776353025000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.296384202996057e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.065582774043667e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.117389600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.979940661157024e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.233032888888888e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.177000000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.540510471895853e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.446880776331361e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.980224918750000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.004000000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.697000000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.717017190082645e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.427349600000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.254031600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.831335555555555e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.405901388888888e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.421166940164591e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.780037555555555e+00
 0.000000000000000e+00,  1.000000000000000e+00,  3.758008652257972e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.425890000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.635951111111111e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.581430000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.996749440000000e+00
 0.000000000000000e+00,  0.000000000000000e+00,  2.514300555555555e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.240593200000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  2.460787755102040e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.812811600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.442209437695578e+01
 0.000000000000000e+00,  1.000000000000000e+00,  2.884555616620498e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.349780000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.768105600000001e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.432322500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.440856000000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  2.983603200000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.397888888888888e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.365345306122449e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.255356200000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.744891875000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  5.884640000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.619953600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.010150688888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.103896400000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.282983776000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.208432164000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.496303639053254e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.554963268750000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.531000000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.623605555555556e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.556025261538461e+01
 0.000000000000000e+00,  0.000000000000000e+00,  9.539856000000000e+00
 1.000000000000000e+00,  0.000000000000000e+00,  1.454175535937500e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.574585555555556e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.871421874999999e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.261707500000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.767880221606648e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.880990303432321e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.311145600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.333367180259354e+01
 0.000000000000000e+00,  1.000000000000000e+00,  3.234598399999999e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.585280987654321e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.877315317760000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.307564984000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.264382360366752e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.239308888888889e+01
 0.000000000000000e+00,  0.000000000000000e+00,  5.254961157442487e+00
 0.000000000000000e+00,  0.000000000000000e+00,  2.612021422222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.410210510204082e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.927720000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.530791875000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.802457163265306e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.586706825000000e+01
 0.000000000000000e+00,  1.000000000000000e+00,  2.730562500000001e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.424250000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.800427690972221e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.959107025000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.063880000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.332886400000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.359502500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.338502768750000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.194267555290921e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.410500000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.511817851239669e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.722691877551021e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.742522500000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.275999281000001e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.207750400000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.557258367346939e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.338840000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.718138553719008e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.322991534728945e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.813000000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.722607500000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.245967755555555e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.769518963265306e+01
 1.000000000000000e+00,  1.000000000000000e+00,  6.002441875000001e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.372067500000001e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.255562222222222e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.115226400000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.658382222222222e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.505578400000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.273005600000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.433440000000000e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.626435555555556e+01
 0.000000000000000e+00,  0.000000000000000e+00,  7.092668888888890e+00
 1.000000000000000e+00,  0.000000000000000e+00,  1.508280000000000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.180410000000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.707805268750000e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.137063022222222e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.719102500000000e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.774642347222222e+01
 0.000000000000000e+00,  1.000000000000000e+00,  4.881357638888888e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.700126093750000e+01
